sentence	label
So that in my judgment in many respects the WTO has become a way to license noncompliance by paying a fee, rather than to enforce compliance.	N
I think one of the problems that exists here is that the standards for leverage or retaliation or response to noncompliance once determinein the setting of dispute resolution, the standards have changed.	N
In 1947 the standarwas that you haresponse or leverage or retaliation ``appropriate in the circumstances to achieve the objective,'' the objective being the purpose of the free trade or access to the market or to make sure that the agreement was enforced.	N
Under the GATT 1947, article 23, paragraph 2, it authorizes ``suspension of such concessions or other obligations under this agreement as they are determineto be appropriate in the circumstances,'' anGATT case law says this standarmust be liberal enough ``to achieve the objective.''	N
Now, in 1994 under the WTO the standarfor enforcement was changeanit was a standarthat was equivalent to the level of nullification or impairment.	N
The dispute settlement understanding, article 22.4, says that the suspension level must be ``equivalent'' to the level of nullification or impairment.	N
Now, in the U.S.-EU banana case, for example, the equivalency test is strictly interpreted.	N
This 1994 change has affecteour rights--in Europe, $120 million over 10 years to try to enforce the beef case we have been trying to enforce, anwe still do not have access to the European market for American beef.	N
The banana retaliation was whittledown by the WTO from a $520 million U.S. request down to a $191 million situation.	N
It seems to me that we neeto have robust enforcement for these trade agreements or else the trade agreements do not really achieve their intendepurpose.	N
I notethat in the Far East in the not too far distant past we were able to get compliance by China in terms of our intellectual property demands by having robust threats for enforcement, anyou are very familiar with their piracy, prevalent piracy at one time, of the intellectual property of the folks from your home district.	N
